Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,1,1,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,1,1,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,1,1,15,6,HIT_MUD,false,0,1,0,0,0,,,0,0,-3
4,1,1,23,8,ACCELERATING,false,0,1,0,0,0,,,0,0,-3
5,1,2,30,6,HIT_MUD,false,0,2,0,0,0,,,0,0,-6
6,1,2,38,8,ACCELERATING,false,0,2,0,0,0,,,0,0,-6
7,1,2,46,8,ACCELERATING,false,0,2,0,0,0,,,0,0,-6
8,1,2,54,8,ACCELERATING,false,0,2,0,0,0,,,0,0,-6
9,1,2,62,6,HIT_MUD,false,0,3,0,0,0,,,1,0,-5
10,1,3,67,3,HIT_MUD,false,0,4,0,0,0,,,1,0,-8
11,1,3,70,3,ACCELERATING,false,0,4,0,0,0,,,1,0,-8
12,1,3,73,3,ACCELERATING,false,0,4,0,0,0,,,1,0,-8
13,1,3,76,3,ACCELERATING,false,0,4,0,0,0,,,1,0,-8
14,1,3,79,3,ACCELERATING,false,0,4,0,0,0,,,1,0,-8
15,1,4,81,0,HIT_MUD,false,0,5,0,0,0,,,1,0,-11
16,1,4,81,0,ACCELERATING,false,0,5,0,0,0,,,1,0,-11
17,1,4,81,0,ACCELERATING,false,0,5,0,0,0,,,1,0,-11
18,1,4,81,0,ACCELERATING,false,0,5,0,0,0,,,1,0,-11
19,1,4,81,0,ACCELERATING,false,0,5,0,0,0,,,1,0,-11
20,1,4,81,0,ACCELERATING,false,0,5,0,0,0,,,1,0,-11
21,1,4,81,0,ACCELERATING,false,0,5,0,0,0,,,1,0,-11
22,1,4,81,0,ACCELERATING,false,0,5,0,0,0,,,1,0,-11
23,1,4,81,0,ACCELERATING,false,0,5,0,0,0,,,1,0,-11
24,1,4,81,0,ACCELERATING,false,0,5,0,0,0,,,1,0,-11
25,1,4,81,0,ACCELERATING,false,0,5,0,0,0,,,1,0,-11
26,1,4,81,0,ACCELERATING,false,0,5,0,0,0,,,1,0,-11
27,1,4,81,0,ACCELERATING,false,0,5,0,0,0,,,1,0,-11
28,1,4,81,0,ACCELERATING,false,0,5,0,0,0,,,1,0,-11
29,1,4,81,0,ACCELERATING,false,0,5,0,0,0,,,1,0,-11
30,1,4,81,0,ACCELERATING,false,0,5,0,0,0,,,1,0,-11
